name,email,age,gender,City,mobileNumber,customerSegment,role
Michael Wijesinghe,user0658@example.com,49,Male,Matara,711189670,frequent_shoppers,user
Shannon Garcia,user0659@example.com,23,Female,Moratuwa,763064163,,user
Timothy Stewart,user0660@example.com,75,Female,Gampaha,768245146,regular_shoppers,user
Allison Burgess,user0661@example.com,63,Male,,736708243,occasional_shoppers,user
Lauren Rajapaksa,user0662@example.com,25,Female,Negombo,762190363,occasional_shoppers,user
Joel Shaffer,user0663@example.com,68,,Kilinochchi,755921387,,user
Tammy Jayasinghe,user0664@example.com,45,Male,Kalutara,747733815,frequent_shoppers,user
Daniel Herath,user0665@example.com,62,Female,Jaffna,789349010,regular_shoppers,user
Tharaka Gunasekara,user0666@example.com,25,Male,Negombo,761050068,regular_shoppers,user
Angela Perera,user0667@example.com,58,Male,Kandy,758798364,regular_shoppers,user
Linda Burgess,user0668@example.com,33,Male,,747602351,occasional_shoppers,user
Sachini Shaffer,user0669@example.com,34,Male,Jaffna,758504268,occasional_shoppers,user
Thilini Seneviratne,user0670@example.com,56,Female,Nuwara Eliya,797826062,frequent_shoppers,user
Zachary Ray,user0671@example.com,24,Female,Moratuwa,735730441,regular_shoppers,user
Angela Silva,user0672@example.com,75,Female,Badulla,719087680,regular_shoppers,user
Lauren Garcia,user0673@example.com,50,Male,Negombo,735526992,rare_shoppers,user
Thilini Bandara,user0674@example.com,61,Female,Gampaha,746439333,regular_shoppers,user
Rebecca Herrera,user0675@example.com,,Female,,780474132,regular_shoppers,user
Mark Stewart,user0676@example.com,36,Female,Kandy,747279846,regular_shoppers,user
Joel Nelson,user0677@example.com,21,Male,Vavuniya,783722452,regular_shoppers,user
Mark De Silva,user0678@example.com,75,Male,Colombo,712098962,regular_shoppers,user
Anil Rajapaksa,user0679@example.com,67,Female,Nuwara Eliya,739613670,regular_shoppers,user
Lisa Nelson,user0680@example.com,58,Female,Trincomalee,722575001,regular_shoppers,user
Kevin Herrera,user0681@example.com,70,Male,Kurunegala,762908270,frequent_shoppers,user
Sunil Jayasinghe,user0682@example.com,27,Male,Nuwara Eliya,760717541,regular_shoppers,user
Victoria Hill,user0683@example.com,18,Female,,790481940,frequent_shoppers,user
Allison Dissanayake,user0684@example.com,68,Female,Galle,751256515,regular_shoppers,user
Jessica Peterson,user0685@example.com,21,Male,Colombo,765738565,frequent_shoppers,user
Andrew Hill,user0686@example.com,19,Male,Matara,725087236,occasional_shoppers,user
Kevin Herrera,user0687@example.com,32,Female,Ratnapura,791135473,rare_shoppers,user
Andrew Herrera,user0688@example.com,39,Female,Matara,777008305,regular_shoppers,user
Nimal Burgess,user0689@example.com,69,Female,Negombo,774214057,frequent_shoppers,user
Gabrielle Shaffer,user0690@example.com,64,Male,Kurunegala,765558669,regular_shoppers,user
Sachini Dissanayake,user0691@example.com,26,Female,Kalutara,740885447,regular_shoppers,user
Victoria Santos,user0692@example.com,44,Female,Trincomalee,712302458,regular_shoppers,user
Timothy Silva,user0693@example.com,26,Male,Negombo,740143583,frequent_shoppers,user
Abigail De Silva,user0694@example.com,62,Male,,719901281,regular_shoppers,user
Lauren Bandara,user0695@example.com,28,,Galle,734484603,frequent_shoppers,user
Lauren De Silva,user0696@example.com,51,Male,Ratnapura,730922844,regular_shoppers,user
Abigail Wijesinghe,user0697@example.com,56,Female,,744635469,occasional_shoppers,user
Kavinda Perera,user0698@example.com,32,Male,Kilinochchi,717515766,rare_shoppers,user
Tricia Hicks,user0699@example.com,65,Female,Gampaha,732122351,occasional_shoppers,user
Abigail Dissanayake,user0700@example.com,45,Male,Ratnapura,724289429,,user
Gabrielle Ray,user0701@example.com,66,Male,Kandy,774935475,frequent_shoppers,user
Cristian Henderson,user0702@example.com,37,,Matara,757759672,regular_shoppers,user
Joel Wickramasinghe,user0703@example.com,39,Female,Negombo,715020855,,user
David Herrera,user0704@example.com,47,Female,Trincomalee,731615365,occasional_shoppers,user
Cynthia Perera,user0705@example.com,56,Female,Negombo,762027391,regular_shoppers,user
Patricia Ray,user0706@example.com,56,Male,Moratuwa,721699448,frequent_shoppers,user
Kevin Shaffer,user0707@example.com,28,Male,Badulla,773520009,frequent_shoppers,user
Mark Seneviratne,user0708@example.com,59,Female,Moratuwa,793172511,,user
Sunil Davis,user0709@example.com,50,Female,Kalutara,796418337,regular_shoppers,user
Abigail De Silva,user0710@example.com,62,Male,Matara,772045979,regular_shoppers,user
Nimal Santos,user0711@example.com,47,Female,Galle,736772544,frequent_shoppers,user
Connor Rocha,user0712@example.com,39,Female,Moratuwa,729530531,regular_shoppers,user
Tharaka Ray,user0713@example.com,20,Female,Badulla,713079321,rare_shoppers,user
Buddhika Rajapaksa,user0714@example.com,34,Male,Nuwara Eliya,780434503,occasional_shoppers,user
Rebecca Rajapaksa,user0715@example.com,29,Male,Ratnapura,766250794,regular_shoppers,user
Lauren Peterson,user0716@example.com,68,Female,Nuwara Eliya,799652407,regular_shoppers,user
Dilshan Jayasinghe,user0717@example.com,60,Female,Ratnapura,777034462,,user
Lisa Shaffer,user0718@example.com,61,Female,,795753906,occasional_shoppers,user
Dilshan Shaffer,user0719@example.com,,Male,Kurunegala,787421674,regular_shoppers,user
Allison Burgess,user0720@example.com,19,Male,Jaffna,757208264,regular_shoppers,user
Crystal Bandara,user0721@example.com,51,Male,Gampaha,761212562,frequent_shoppers,user
David Herath,user0722@example.com,61,Male,Jaffna,712204726,occasional_shoppers,user
Nethmi Amarasinghe,user0723@example.com,49,Female,Gampaha,738436861,occasional_shoppers,user
Tricia Seneviratne,user0724@example.com,42,Female,Badulla,796551565,rare_shoppers,user
Roshan Dissanayake,user0725@example.com,18,Female,Batticaloa,710558017,regular_shoppers,user
Angela Henderson,user0726@example.com,,Male,Ratnapura,762527771,rare_shoppers,user
Zachary Jayasinghe,user0727@example.com,71,Female,Nuwara Eliya,768707047,frequent_shoppers,user
Tricia Shaffer,user0728@example.com,26,Female,Batticaloa,722517871,frequent_shoppers,user
Angie Garcia,user0729@example.com,,Male,Vavuniya,727521857,frequent_shoppers,user
Michael Gunasekara,user0730@example.com,40,Female,Anuradhapura,798484070,regular_shoppers,user
Abigail Nelson,user0731@example.com,27,Female,Jaffna,747911547,rare_shoppers,user
Mark Wijesinghe,user0732@example.com,22,Male,Nuwara Eliya,793977718,occasional_shoppers,user
Gabrielle Ray,user0733@example.com,42,Female,Kurunegala,794720028,frequent_shoppers,user
Sachini Herath,user0734@example.com,,Other,Vavuniya,726320018,,user
Zachary Jayasinghe,user0735@example.com,,,Negombo,728597882,regular_shoppers,user
Tricia Santos,user0736@example.com,26,Female,Badulla,776545378,occasional_shoppers,user
Tammy Perera,user0737@example.com,30,Male,Batticaloa,737626276,frequent_shoppers,user
Isuru Peterson,user0738@example.com,46,Female,Jaffna,794919350,regular_shoppers,user
Gabrielle Brooks,user0739@example.com,20,Male,Kilinochchi,767631320,frequent_shoppers,user
Kimberly Burgess,user0740@example.com,31,Male,Jaffna,738692049,,user
Michael Fernando,user0741@example.com,75,Male,Anuradhapura,720042733,frequent_shoppers,user
Kavinda Wijesinghe,user0742@example.com,61,Male,Anuradhapura,746831418,,user
Angela Shaffer,user0743@example.com,28,Female,Colombo,748166934,regular_shoppers,user
Joel Bandara,user0744@example.com,20,Female,,765710942,frequent_shoppers,user
Isuru Stewart,user0745@example.com,66,Male,Moratuwa,796046600,regular_shoppers,user
Daniel Bandara,user0746@example.com,57,Male,Negombo,721813404,regular_shoppers,user
Zachary De Silva,user0747@example.com,41,Female,,750841125,frequent_shoppers,user
Gabrielle Nelson,user0748@example.com,57,Male,Negombo,788400641,frequent_shoppers,user
Angela Gunasekara,user0749@example.com,25,Male,Moratuwa,745408251,regular_shoppers,user
David Wickramasinghe,user0750@example.com,53,Male,Anuradhapura,711762024,frequent_shoppers,user
Nimal Ray,user0751@example.com,42,Male,Kilinochchi,797951446,regular_shoppers,user
Andrew Herath,user0752@example.com,26,Male,Kilinochchi,732038057,regular_shoppers,user
Sunil Stewart,user0753@example.com,54,Male,Jaffna,773919907,occasional_shoppers,user
Nimal Perera,user0754@example.com,34,Female,Anuradhapura,769235732,regular_shoppers,user
Linda Burgess,user0755@example.com,59,Female,Anuradhapura,779607791,regular_shoppers,user
Tammy Shaffer,user0756@example.com,59,Male,Kandy,740395619,regular_shoppers,user
Nethmi Wickramasinghe,user0757@example.com,43,Male,Batticaloa,748653705,frequent_shoppers,user
Roshan Jayasinghe,user0758@example.com,18,Female,Moratuwa,719322043,occasional_shoppers,user
Jennifer Herrera,user0759@example.com,47,Male,Ratnapura,732914336,,user
Sunil Seneviratne,user0760@example.com,56,Male,,786137251,regular_shoppers,user
Sunil Stewart,user0761@example.com,51,Female,Jaffna,757081034,occasional_shoppers,user
Anil Nelson,user0762@example.com,34,Male,Ratnapura,779700460,occasional_shoppers,user
Isuru Gunasekara,user0763@example.com,,Female,Negombo,721982151,frequent_shoppers,user
Zachary Amarasinghe,user0764@example.com,58,Male,Vavuniya,756821190,regular_shoppers,user
Jessica Hicks,user0765@example.com,35,Male,Ratnapura,756573258,frequent_shoppers,user
David Shaffer,user0766@example.com,49,Male,Kilinochchi,748689596,regular_shoppers,user
Gabrielle Dissanayake,user0767@example.com,47,,Jaffna,710086129,regular_shoppers,user
Abigail Nelson,user0768@example.com,74,Female,Vavuniya,736404306,frequent_shoppers,user
Tammy Fernando,user0769@example.com,36,Male,Nuwara Eliya,750536794,rare_shoppers,user
Sachini Stewart,user0770@example.com,45,Male,Anuradhapura,721488759,regular_shoppers,user
Kim Fernando,user0771@example.com,47,Male,Kalutara,757990755,regular_shoppers,user
Michael Burgess,user0772@example.com,44,Male,Colombo,750586096,regular_shoppers,user
Patricia Fernando,user0773@example.com,26,Female,Kandy,772117013,regular_shoppers,user
Buddhika Herath,user0774@example.com,71,Male,Jaffna,754467352,frequent_shoppers,user
Abigail Shaffer,user0775@example.com,61,Female,Kilinochchi,795854802,occasional_shoppers,user
Andrew Stewart,user0776@example.com,64,Male,Anuradhapura,743179439,frequent_shoppers,user
Rebecca Shaffer,user0777@example.com,71,Male,Matara,783379415,rare_shoppers,user
Mark Bandara,user0778@example.com,46,Female,Colombo,783374285,occasional_shoppers,user
Zachary Peterson,user0779@example.com,36,Female,Batticaloa,767020114,occasional_shoppers,user
Andrew Hill,user0780@example.com,25,Male,Gampaha,772801428,,user
Isuru Brooks,user0781@example.com,28,Female,Badulla,798035991,regular_shoppers,user
Andrew Burgess,user0782@example.com,54,Female,Batticaloa,796588420,occasional_shoppers,user
Lauren Hicks,user0783@example.com,56,Female,Kilinochchi,764193609,occasional_shoppers,user
Gabrielle Henderson,user0784@example.com,,Male,Moratuwa,741758221,regular_shoppers,user
Shannon Wijesinghe,user0785@example.com,64,Female,Galle,719782015,regular_shoppers,user
Carmen Seneviratne,user0786@example.com,58,Female,Gampaha,775914731,rare_shoppers,user
Carmen Rajapaksa,user0787@example.com,30,Male,Anuradhapura,728865991,frequent_shoppers,user
Allison Burgess,user0788@example.com,54,Male,Kilinochchi,757846632,occasional_shoppers,user
Nethmi Wijesinghe,user0789@example.com,26,Male,Galle,725827960,frequent_shoppers,user
Kevin Adams,user0790@example.com,52,Male,Batticaloa,720036415,regular_shoppers,user
Anil Fernando,user0791@example.com,51,Female,Kandy,745306385,occasional_shoppers,user
Chamara Hill,user0792@example.com,,Male,Kandy,799031467,regular_shoppers,user
Abigail Adams,user0793@example.com,69,Female,Kandy,792199318,frequent_shoppers,user
Monica Wijesinghe,user0794@example.com,26,Male,,740568777,occasional_shoppers,user
Angie Amarasinghe,user0795@example.com,67,Male,Nuwara Eliya,760630659,occasional_shoppers,user
Kumari Davis,user0796@example.com,45,Male,Badulla,722346797,regular_shoppers,user
Dilshan Hill,user0797@example.com,65,Female,Kandy,720282645,frequent_shoppers,user
Abigail Davis,user0798@example.com,36,,Trincomalee,726425076,frequent_shoppers,user
Nimal Santos,user0799@example.com,52,Female,Trincomalee,749283302,regular_shoppers,user
Chamara Adams,user0800@example.com,35,Female,Badulla,737320680,occasional_shoppers,user
Joel Bandara,user0801@example.com,32,Female,Negombo,797229186,,user
Buddhika Brooks,user0802@example.com,19,Male,Nuwara Eliya,791838954,rare_shoppers,user
Victoria Peterson,user0803@example.com,,Male,Nuwara Eliya,714201833,regular_shoppers,user
Anil Seneviratne,user0804@example.com,19,Female,Batticaloa,793420414,regular_shoppers,user
Tammy Herath,user0805@example.com,64,Female,Vavuniya,781774457,occasional_shoppers,user
Michael Garcia,user0806@example.com,54,Male,Gampaha,747674933,rare_shoppers,user
Sunil Nelson,user0807@example.com,33,Male,Kandy,791604268,regular_shoppers,user
Allison Shaffer,user0808@example.com,60,Male,Gampaha,758147073,,user
Lauren Gunasekara,user0809@example.com,31,Female,Vavuniya,747063466,frequent_shoppers,user
Mark Herath,user0810@example.com,32,Male,Kandy,769097257,occasional_shoppers,user
Dilshan Rocha,user0811@example.com,,Male,Batticaloa,716003970,frequent_shoppers,user
Sachini Adams,user0812@example.com,22,Male,Anuradhapura,767240549,regular_shoppers,user
David Davis,user0813@example.com,,Male,Badulla,715987530,rare_shoppers,user
David Amarasinghe,user0814@example.com,55,,Ratnapura,756177977,occasional_shoppers,user
Rebecca Hicks,user0815@example.com,20,Male,Galle,787099930,rare_shoppers,user
Tharaka Silva,user0816@example.com,52,Female,Kandy,746129093,occasional_shoppers,user
Zachary Bandara,user0817@example.com,33,Female,Trincomalee,769727893,occasional_shoppers,user
Isuru Wijesinghe,user0818@example.com,23,Female,Moratuwa,726814965,regular_shoppers,user
Anil Adams,user0819@example.com,44,Female,Matara,729917719,frequent_shoppers,user
Kavinda Peterson,user0820@example.com,67,Male,Kurunegala,726964845,regular_shoppers,user
Cristian Bandara,user0821@example.com,62,Male,Kilinochchi,784751326,rare_shoppers,user
Patricia Wickramasinghe,user0822@example.com,39,Female,Jaffna,764878236,frequent_shoppers,user
Tharaka Brooks,user0823@example.com,45,Male,Kurunegala,711044716,regular_shoppers,user
Dilshan Fernando,user0824@example.com,59,Male,Batticaloa,716481098,frequent_shoppers,user
Kavinda Perera,user0825@example.com,55,Female,Nuwara Eliya,738277083,frequent_shoppers,user
Tammy Perera,user0826@example.com,74,Male,Jaffna,748718971,regular_shoppers,user
Mark Jayasinghe,user0827@example.com,32,Male,Kilinochchi,782454722,frequent_shoppers,user
Anil Dissanayake,user0828@example.com,49,Male,Kalutara,724712259,regular_shoppers,user
Roshan Wickramasinghe,user0829@example.com,25,Male,Negombo,720612203,occasional_shoppers,user
Thilini Dissanayake,user0830@example.com,22,Female,Kilinochchi,715148168,frequent_shoppers,user
Tammy Shaffer,user0831@example.com,68,Male,Kandy,760493924,regular_shoppers,user
Tricia Rajapaksa,user0832@example.com,48,Female,Matara,738747971,regular_shoppers,user
Allison Garcia,user0833@example.com,53,Female,,774992661,regular_shoppers,user
Sarah Rajapaksa,user0834@example.com,74,Male,Moratuwa,749650228,regular_shoppers,user
Shannon Adams,user0835@example.com,74,Female,Gampaha,752802832,occasional_shoppers,user
Nimal Shaffer,user0836@example.com,43,Female,Moratuwa,778113806,occasional_shoppers,user
Rebecca Wijesinghe,user0837@example.com,44,Female,Ratnapura,717332766,occasional_shoppers,user
Linda Peterson,user0838@example.com,39,Male,Trincomalee,724806311,frequent_shoppers,user
Nethmi Jayasinghe,user0839@example.com,56,Female,,784208202,occasional_shoppers,user
Gabrielle Gunasekara,user0840@example.com,,Female,Vavuniya,760181317,occasional_shoppers,user
Jessica Garcia,user0841@example.com,64,Male,Kilinochchi,747995659,regular_shoppers,user
Kim Hill,user0842@example.com,67,Male,Nuwara Eliya,720271291,frequent_shoppers,user
Gabrielle Perera,user0843@example.com,66,Male,Vavuniya,791294547,frequent_shoppers,user
Kim Dissanayake,user0844@example.com,50,Male,Jaffna,767651154,occasional_shoppers,user
Monica Adams,user0845@example.com,53,Male,Kilinochchi,760028002,frequent_shoppers,user
Buddhika Silva,user0846@example.com,46,Other,Trincomalee,754618734,regular_shoppers,user
Andrew Dissanayake,user0847@example.com,23,Male,Moratuwa,773554061,frequent_shoppers,user
Sarah De Silva,user0848@example.com,66,Female,Matara,785874940,occasional_shoppers,user
Sachini Garcia,user0849@example.com,35,Female,Vavuniya,774826670,rare_shoppers,user
Cynthia Silva,user0850@example.com,64,Male,Nuwara Eliya,732306580,frequent_shoppers,user
Zachary Brooks,user0851@example.com,25,,Kurunegala,783428512,regular_shoppers,user
Angela Hicks,user0852@example.com,,Other,Batticaloa,732272851,regular_shoppers,user
Andrew Stewart,user0853@example.com,31,Female,Batticaloa,728164926,regular_shoppers,user
Jennifer Perera,user0854@example.com,48,,Negombo,735189235,rare_shoppers,user
Zachary Wickramasinghe,user0855@example.com,47,Male,Kurunegala,711896427,regular_shoppers,user
Zachary Nelson,user0856@example.com,73,Female,Nuwara Eliya,730457708,regular_shoppers,user
Shannon De Silva,user0857@example.com,29,Male,Nuwara Eliya,792662979,occasional_shoppers,user
Nimal Amarasinghe,user0858@example.com,28,,Anuradhapura,773815697,occasional_shoppers,user
Allison Rocha,user0859@example.com,21,Female,Moratuwa,762780673,regular_shoppers,user
Victoria Seneviratne,user0860@example.com,48,Female,Galle,747277197,occasional_shoppers,user
Roshan Davis,user0861@example.com,53,Female,Jaffna,759081701,regular_shoppers,user
Michael Seneviratne,user0862@example.com,64,Female,Anuradhapura,758451442,frequent_shoppers,user
Sarah Ray,user0863@example.com,,Male,Batticaloa,746903354,frequent_shoppers,user
Chamara Peterson,user0864@example.com,62,Male,Colombo,773545170,rare_shoppers,user
Thilini Herath,user0865@example.com,52,Male,,727669523,frequent_shoppers,user
Monica Garcia,user0866@example.com,25,Female,Jaffna,712238007,regular_shoppers,user
Jessica Bandara,user0867@example.com,75,Female,Badulla,799620191,rare_shoppers,user
Nimal Henderson,user0868@example.com,70,Male,Kurunegala,764928808,regular_shoppers,user
Kimberly Gunasekara,user0869@example.com,71,Male,Jaffna,772143529,regular_shoppers,user
Monica Shaffer,user0870@example.com,29,Male,Colombo,771787010,occasional_shoppers,user
Monica Wijesinghe,user0871@example.com,33,Female,Anuradhapura,748530763,occasional_shoppers,user
Kimberly Nelson,user0872@example.com,38,Female,Anuradhapura,775751340,regular_shoppers,user
Crystal Fernando,user0873@example.com,67,Male,Kurunegala,786331139,,user
Rebecca Wickramasinghe,user0874@example.com,59,Female,Kilinochchi,738282626,occasional_shoppers,user
Mark Ray,user0875@example.com,20,Female,Moratuwa,798356175,regular_shoppers,user
Dilshan Wijesinghe,user0876@example.com,,Female,Colombo,723449648,regular_shoppers,user
Kimberly Amarasinghe,user0877@example.com,28,Male,,773561767,regular_shoppers,user
Patricia Nelson,user0878@example.com,56,Female,Trincomalee,767162555,rare_shoppers,user
Linda Fernando,user0879@example.com,19,Male,Kilinochchi,754714248,rare_shoppers,user
Abigail Santos,user0880@example.com,67,Male,Gampaha,733094634,,user
Kim Stewart,user0881@example.com,33,Male,Negombo,731384884,occasional_shoppers,user
Crystal Shaffer,user0882@example.com,61,Male,Nuwara Eliya,752729112,occasional_shoppers,user
Buddhika Amarasinghe,user0883@example.com,67,Male,Kalutara,788709162,regular_shoppers,user
Angie Adams,user0884@example.com,29,Male,Colombo,728532770,occasional_shoppers,user
Kevin Ray,user0885@example.com,,Male,Kurunegala,774512027,regular_shoppers,user
Cristian Nelson,user0886@example.com,44,Male,Jaffna,764287520,frequent_shoppers,user
Allison Herrera,user0887@example.com,54,Female,,750661866,occasional_shoppers,user
Tammy Nelson,user0888@example.com,25,Female,Badulla,724988380,occasional_shoppers,user
Kimberly Garcia,user0889@example.com,42,Male,,792479493,occasional_shoppers,user
Isuru Herath,user0890@example.com,21,Male,Gampaha,755293348,occasional_shoppers,user
Sunil Stewart,user0891@example.com,19,Male,Colombo,757948542,regular_shoppers,user
Isuru Henderson,user0892@example.com,43,Male,Negombo,771475863,regular_shoppers,user
Kumari Jayasinghe,user0893@example.com,70,Female,Gampaha,729696511,,user
Sachini De Silva,user0894@example.com,74,Female,Ratnapura,734686713,occasional_shoppers,user
Thilini Nelson,user0895@example.com,65,Female,Jaffna,782364511,regular_shoppers,user
Patricia Wickramasinghe,user0896@example.com,41,Male,Batticaloa,716139411,occasional_shoppers,user
Sachini Hicks,user0897@example.com,61,Male,Kalutara,795209019,regular_shoppers,user
Lisa Shaffer,user0898@example.com,19,Male,Gampaha,773834338,regular_shoppers,user
Priya Hill,user0899@example.com,38,Male,Moratuwa,714330737,occasional_shoppers,user
Nimal Herath,user0900@example.com,23,Female,Anuradhapura,752323961,regular_shoppers,user
Carmen Rajapaksa,user0901@example.com,27,Male,Kalutara,775868272,occasional_shoppers,user
Patricia Hicks,user0902@example.com,26,Female,Nuwara Eliya,731356391,rare_shoppers,user
Thilini Hicks,user0903@example.com,40,Male,Ratnapura,781472067,regular_shoppers,user
Connor Adams,user0904@example.com,49,Male,Kurunegala,754836082,frequent_shoppers,user
Buddhika Brooks,user0905@example.com,61,Male,Kalutara,793204293,regular_shoppers,user
Cynthia Santos,user0906@example.com,64,Male,Kurunegala,713049361,regular_shoppers,user
Thilini Jayasinghe,user0907@example.com,59,Female,Kurunegala,736814729,occasional_shoppers,user
Lisa Davis,user0908@example.com,75,,Gampaha,771928895,regular_shoppers,user
Cynthia Gunasekara,user0909@example.com,56,Female,Trincomalee,764538931,rare_shoppers,user
Sarah Peterson,user0910@example.com,22,Female,Vavuniya,768857308,occasional_shoppers,user
Lauren Bandara,user0911@example.com,36,Female,Kandy,769061948,occasional_shoppers,user
Tammy Dissanayake,user0912@example.com,27,Female,Jaffna,742624124,regular_shoppers,user
Lauren Ray,user0913@example.com,39,Male,Moratuwa,769682874,occasional_shoppers,user
Jessica Dissanayake,user0914@example.com,34,Female,Negombo,749086658,frequent_shoppers,user
Kim Wickramasinghe,user0915@example.com,58,Female,Negombo,761570031,occasional_shoppers,user
Mark Gunasekara,user0916@example.com,72,Male,Batticaloa,793008294,regular_shoppers,user
Jennifer Burgess,user0917@example.com,55,Male,Moratuwa,760985606,occasional_shoppers,user
Allison Rajapaksa,user0918@example.com,39,Male,Jaffna,795716350,regular_shoppers,user
Allison Bandara,user0919@example.com,70,Female,Anuradhapura,778104290,frequent_shoppers,user
Gabrielle Nelson,user0920@example.com,52,Female,Kandy,734519519,regular_shoppers,user
Kumari Amarasinghe,user0921@example.com,33,Female,Batticaloa,718545499,frequent_shoppers,user
Joel Perera,user0922@example.com,31,Female,Gampaha,795081383,occasional_shoppers,user
Gabrielle Ray,user0923@example.com,46,Male,Anuradhapura,724968484,regular_shoppers,user
Isuru Wijesinghe,user0924@example.com,59,Female,Gampaha,776116342,regular_shoppers,user
Tharaka Herrera,user0925@example.com,48,Female,Vavuniya,769061679,regular_shoppers,user
Daniel Seneviratne,user0926@example.com,49,,Kilinochchi,750888220,frequent_shoppers,user
Shannon Amarasinghe,user0927@example.com,39,Female,Jaffna,781189018,regular_shoppers,user
Lauren Shaffer,user0928@example.com,57,Female,Anuradhapura,731089988,occasional_shoppers,user
Lisa Perera,user0929@example.com,59,Male,Trincomalee,751101815,regular_shoppers,user
Jessica De Silva,user0930@example.com,65,Male,Kalutara,764866566,,user
Crystal Gunasekara,user0931@example.com,47,Male,Anuradhapura,767377856,regular_shoppers,user
Victoria Rocha,user0932@example.com,65,Male,Batticaloa,789583095,regular_shoppers,user
Lauren Henderson,user0933@example.com,42,Female,Batticaloa,795849506,regular_shoppers,user
Jessica Nelson,user0934@example.com,46,Male,Galle,730188973,occasional_shoppers,user
Dilshan Stewart,user0935@example.com,53,Male,Batticaloa,719127329,occasional_shoppers,user
Kumari Wickramasinghe,user0936@example.com,72,Female,Anuradhapura,736707338,regular_shoppers,user
Sunil Wickramasinghe,user0937@example.com,56,Male,Kalutara,718091497,occasional_shoppers,user
Cynthia Burgess,user0938@example.com,,Male,Ratnapura,720140494,regular_shoppers,user
Kavinda Santos,user0939@example.com,67,Male,Galle,767840690,regular_shoppers,user
Linda Brooks,user0940@example.com,74,Male,Kurunegala,768035365,regular_shoppers,user
Angie Hicks,user0941@example.com,18,Male,,753838097,frequent_shoppers,user
Anil Brooks,user0942@example.com,30,Female,Negombo,713519791,frequent_shoppers,user
Anil Jayasinghe,user0943@example.com,20,Female,Ratnapura,731916266,rare_shoppers,user
Tammy Nelson,user0944@example.com,31,Male,Gampaha,737995717,rare_shoppers,user
Victoria Henderson,user0945@example.com,43,Female,Jaffna,738137132,frequent_shoppers,user
Daniel Peterson,user0946@example.com,40,Male,Galle,771331294,regular_shoppers,user
Angie Hill,user0947@example.com,44,Female,Matara,721334884,regular_shoppers,user
Chamara Gunasekara,user0948@example.com,74,Female,Ratnapura,711244728,,user
Joel Perera,user0949@example.com,62,Male,Anuradhapura,731136969,occasional_shoppers,user
Angela Herrera,user0950@example.com,51,Female,Kurunegala,737390737,rare_shoppers,user
Kim Hicks,user0951@example.com,71,Male,Ratnapura,729373095,,user
Angela Henderson,user0952@example.com,66,Female,Colombo,725087493,regular_shoppers,user
Lauren Brooks,user0953@example.com,72,Male,Colombo,798097063,regular_shoppers,user
Anil Burgess,user0954@example.com,60,Male,Anuradhapura,721031218,regular_shoppers,user
Thilini Shaffer,user0955@example.com,36,Male,Kurunegala,779782068,regular_shoppers,user
Sarah Fernando,user0956@example.com,35,Male,Negombo,761677853,rare_shoppers,user
Tharaka Henderson,user0957@example.com,29,,Trincomalee,756157714,regular_shoppers,user
Zachary Gunasekara,user0958@example.com,54,Other,Batticaloa,779053800,frequent_shoppers,user
Jessica Rocha,user0959@example.com,29,Female,Vavuniya,745280921,frequent_shoppers,user
Gabrielle Dissanayake,user0960@example.com,59,,Jaffna,749689985,regular_shoppers,user
Joel Herath,user0961@example.com,46,Other,Kilinochchi,739777154,occasional_shoppers,user
Angie Ray,user0962@example.com,40,Female,Kilinochchi,781252175,occasional_shoppers,user
Jennifer Burgess,user0963@example.com,61,Female,Negombo,747369085,rare_shoppers,user
Abigail Hicks,user0964@example.com,75,Male,Ratnapura,784592492,rare_shoppers,user
Nimal Stewart,user0965@example.com,64,Female,Kalutara,742542841,regular_shoppers,user
Connor Dissanayake,user0966@example.com,44,Male,Galle,726572053,rare_shoppers,user
Isuru De Silva,user0967@example.com,61,Male,Ratnapura,780362430,,user
Shannon Seneviratne,user0968@example.com,48,Male,Vavuniya,755818870,regular_shoppers,user
Linda Henderson,user0969@example.com,75,Female,Kurunegala,740149786,occasional_shoppers,user
Sarah Shaffer,user0970@example.com,64,Female,Moratuwa,724118375,rare_shoppers,user
Linda Bandara,user0971@example.com,35,Female,Batticaloa,775169251,frequent_shoppers,user
Patricia Fernando,user0972@example.com,55,Male,Moratuwa,799597988,occasional_shoppers,user
Victoria Henderson,user0973@example.com,55,Female,Jaffna,791041439,occasional_shoppers,user
Angela Bandara,user0974@example.com,65,,Gampaha,763511633,regular_shoppers,user
Tharaka De Silva,user0975@example.com,60,Male,Ratnapura,744026103,rare_shoppers,user
Crystal Bandara,user0976@example.com,40,Male,Kandy,731554308,occasional_shoppers,user
Rebecca Silva,user0977@example.com,53,Female,Kurunegala,782240647,occasional_shoppers,user
Thilini Dissanayake,user0978@example.com,32,Male,Galle,761364639,regular_shoppers,user
Zachary Nelson,user0979@example.com,49,Female,Kurunegala,751678306,regular_shoppers,user
Cynthia Wickramasinghe,user0980@example.com,36,Female,Galle,729564306,frequent_shoppers,user
Roshan Rocha,user0981@example.com,43,Male,Matara,769396183,rare_shoppers,user
Cristian Adams,user0982@example.com,60,Male,Trincomalee,749834900,regular_shoppers,user
Patricia Hill,user0983@example.com,48,Male,Anuradhapura,761956191,occasional_shoppers,user
Thilini Nelson,user0984@example.com,41,Male,Trincomalee,743137733,regular_shoppers,user
Anil Fernando,user0985@example.com,68,Female,Jaffna,796565865,regular_shoppers,user
